stream,composition_group,stream_aadtt_dir,bridge,system,span_m,n_girders,load_effect,unit,lane_layout,governing_section,governing_girder,threshold_u,n_exceedances,max_observed_30d,gpd_shape_xi,gpd_scale_sigma,q117,q117_over_max_observed,tail_fraction_pct,ks_statistic,ks_critical,ks_pass,gpd_support_ok
MT,heavy,4232,C-40,two_span_continuous,40,5,M-,kN.m,3s,central_support,1,1451.821,5398,2561.86,-3.33431e-10,133.7746,3572.772,1.3946,11.053,0.01589,0.01851,True,True
MT,heavy,4232,C-40,two_span_continuous,40,5,M-,kN.m,3o,central_support,1,1453.25,5157,2648.482,-1.04445e-10,133.766,3567.955,1.3472,10.17,0.01952,0.01894,False,True
PB,light,2635,C-40,two_span_continuous,40,5,M-,kN.m,2o,central_support,1,1470.889,200,2294.981,-1.07399e-10,110.598,2859.91,1.2462,3.215,0.0362,0.09617,True,True
PB,light,2635,C-40,two_span_continuous,40,5,M-,kN.m,2s,central_support,1,1451.821,200,1961.189,-0.106889,115.6456,2251.135,1.1478,3.799,0.03496,0.09617,True,True
PB,light,2635,C-40,two_span_continuous,40,5,M-,kN.m,3s,central_support,1,1451.821,200,1915.801,-0.118842,115.7061,2206.569,1.1518,3.983,0.03356,0.09617,True,True
PB,light,2635,C-40,two_span_continuous,40,5,M-,kN.m,3o,central_support,1,1453.25,200,1961.189,-0.0880894,121.1088,2373.334,1.2102,3.802,0.03421,0.09617,True,True
PR,intermediate,7699,C-40,two_span_continuous,40,5,M-,kN.m,2o,central_support,1,1470.889,3275,2699.185,-1.07084e-10,145.6352,3707.111,1.3734,5.555,0.05656,0.02376,False,True
PR,intermediate,7699,C-40,two_span_continuous,40,5,M-,kN.m,2s,central_support,1,1451.821,2939,2624.751,-3.21577e-10,123.5017,3334.815,1.2705,5.838,0.04161,0.02509,False,True
PR,intermediate,7699,C-40,two_span_continuous,40,5,M-,kN.m,3s,central_support,1,1451.821,3552,2598.36,-1.31757e-10,136.6763,3561.576,1.3707,7.188,0.02736,0.02282,False,True
PR,intermediate,7699,C-40,two_span_continuous,40,5,M-,kN.m,3o,central_support,1,1453.25,3255,2641.92,-1.54218e-10,137.4705,3563.26,1.3487,6.678,0.03284,0.02384,False,True
RJ,light,6230,C-40,two_span_continuous,40,5,M-,kN.m,2o,central_support,1,1470.889,441,2368.833,-2.61407e-10,127.6968,3175.631,1.3406,2.305,0.03955,0.06476,True,True
RJ,light,6230,C-40,two_span_continuous,40,5,M-,kN.m,2s,central_support,1,1451.821,421,2091.36,-0.0270626,120.5026,2798.074,1.3379,2.625,0.02504,0.06628,True,True
RJ,light,6230,C-40,two_span_continuous,40,5,M-,kN.m,3s,central_support,1,1451.821,446,2361.011,-1.46989e-10,116.6004,3009.742,1.2748,2.854,0.03047,0.0644,True,True
RJ,light,6230,C-40,two_span_continuous,40,5,M-,kN.m,3o,central_support,1,1453.25,449,2091.36,-0.0532411,131.8768,2714.528,1.298,2.842,0.02441,0.06418,True,True
SC,intermediate,8414,C-40,two_span_continuous,40,5,M-,kN.m,2o,central_support,1,1470.889,2553,2813.009,-1.01733e-10,153.9995,3797.19,1.3499,4.84,0.04187,0.02692,False,True
SC,intermediate,8414,C-40,two_span_continuous,40,5,M-,kN.m,2s,central_support,1,1451.821,2181,2555.835,-1.00485e-10,134.0555,3455.738,1.3521,4.862,0.03072,0.02912,False,True
SC,intermediate,8414,C-40,two_span_continuous,40,5,M-,kN.m,3s,central_support,1,1451.821,2594,2514.39,-3.1357e-10,141.1855,3586.804,1.4265,5.855,0.01128,0.0267,True,True
SC,intermediate,8414,C-40,two_span_continuous,40,5,M-,kN.m,3o,central_support,1,1453.25,2396,2493.382,-1.92293e-10,147.2641,3668.46,1.4713,5.522,0.01488,0.02778,True,True
SP,light,7499,C-40,two_span_continuous,40,5,M-,kN.m,2o,central_support,1,1470.889,1227,2819.443,-2.13119e-10,131.2294,3357.076,1.1907,3.746,0.03074,0.03883,True,True
SP,light,7499,C-40,two_span_continuous,40,5,M-,kN.m,2s,central_support,1,1451.821,1112,2686.166,-1.13244e-10,119.5551,3158.445,1.1758,4.057,0.03106,0.04078,True,True
SP,light,7499,C-40,two_span_continuous,40,5,M-,kN.m,3s,central_support,1,1451.821,1275,2577.529,-3.26888e-10,123.4559,3231.016,1.2535,4.702,0.02076,0.03809,True,True
SP,light,7499,C-40,two_span_continuous,40,5,M-,kN.m,3o,central_support,1,1453.25,1201,2686.166,-1.25943e-10,130.2723,3322.89,1.237,4.466,0.02771,0.03924,True,True
ROSSIGALI,,7019,C-40,two_span_continuous,40,5,M-,kN.m,2o,central_support,1,1470.889,102,2051.512,-0.106487,168.0419,2603.858,1.2692,0.503,0.0904,0.13466,True,True
ROSSIGALI,,7019,C-40,two_span_continuous,40,5,M-,kN.m,2s,central_support,1,1451.821,125,2051.512,-1.13736e-10,140.5341,3150.764,1.5358,0.616,0.10929,0.12164,True,True
ROSSIGALI,,7019,C-40,two_span_continuous,40,5,M-,kN.m,3s,central_support,1,1451.821,571,2183.279,-1.42948e-10,109.7053,2944.72,1.3488,2.379,0.03289,0.05691,True,True
ROSSIGALI,,7019,C-40,two_span_continuous,40,5,M-,kN.m,3o,central_support,1,1453.25,563,2183.279,-1.6411e-10,109.8009,2945.901,1.3493,2.345,0.03474,0.05732,True,True
MG,intermediate,6470,C-40,two_span_continuous,40,5,V,kN,2o,central_support,1,359.647,1848,601.63,-4.93515e-10,25.402,735.157,1.2219,13.967,0.01756,0.03164,True,True
MG,intermediate,6470,C-40,two_span_continuous,40,5,V,kN,2s,central_support,1,354.61,1898,601.63,-2.88221e-10,25.6123,733.914,1.2199,16.771,0.01655,0.03122,True,True
MG,intermediate,6470,C-40,two_span_continuous,40,5,V,kN,3s,central_support,1,352.471,2039,601.63,-1.30679e-10,26.3532,744.635,1.2377,18.741,0.01968,0.03012,True,True
MG,intermediate,6470,C-40,two_span_continuous,40,5,V,kN,3o,central_support,1,354.61,1898,601.662,-1.02845e-10,26.2102,742.769,1.2345,17.192,0.01742,0.03122,True,True
MT,heavy,4232,C-40,two_span_continuous,40,5,V,kN,2o,central_support,1,359.647,4354,576.716,-0.00745415,26.2125,746.609,1.2946,14.397,0.01006,0.02061,True,True
MT,heavy,4232,C-40,two_span_continuous,40,5,V,kN,2s,central_support,1,354.61,4540,576.716,-8.18534e-10,25.9038,760.822,1.3192,17.628,0.00794,0.02018,True,True
MT,heavy,4232,C-40,two_span_continuous,40,5,V,kN,3s,central_support,1,352.471,4901,576.716,-0.0129194,27.1581,739.679,1.2826,20.02,0.00817,0.01943,True,True
MT,heavy,4232,C-40,two_span_continuous,40,5,V,kN,3o,central_support,1,354.61,4500,576.716,-0.0125597,27.2775,742.676,1.2878,17.81,0.00699,0.02027,True,True
PB,light,2635,C-40,two_span_continuous,40,5,V,kN,2o,central_support,1,359.647,200,569.215,-1.97045e-10,26.5291,692.831,1.2172,12.085,0.03834,0.09617,True,True
PB,light,2635,C-40,two_span_continuous,40,5,V,kN,2s,central_support,1,354.61,200,462.849,-0.124632,28.2756,534.06,1.1539,14.296,0.04602,0.09617,True,True
PB,light,2635,C-40,two_span_continuous,40,5,V,kN,3s,central_support,1,352.471,200,462.849,-0.106256,27.1808,540.925,1.1687,15.186,0.04489,0.09617,True,True
PB,light,2635,C-40,two_span_continuous,40,5,V,kN,3o,central_support,1,354.61,200,462.849,-0.134876,28.5498,527.38,1.1394,14.42,0.05274,0.09617,True,True
PR,intermediate,7699,C-40,two_span_continuous,40,5,V,kN,2o,central_support,1,359.647,2396,580.929,-2.41734e-10,25.7761,747.382,1.2865,13.442,0.01519,0.02778,True,True
PR,intermediate,7699,C-40,two_span_continuous,40,5,V,kN,2s,central_support,1,354.61,2469,580.95,-2.29094e-10,25.3921,737.332,1.2692,16.223,0.02044,0.02737,True,True
PR,intermediate,7699,C-40,two_span_continuous,40,5,V,kN,3s,central_support,1,352.471,2716,580.95,-1.05334e-10,26.4636,753.866,1.2976,18.593,0.01246,0.0261,True,True
PR,intermediate,7699,C-40,two_span_continuous,40,5,V,kN,3o,central_support,1,354.61,2436,580.95,-1.27151e-10,25.9671,745.648,1.2835,16.566,0.01521,0.02755,True,True
RJ,light,6230,C-40,two_span_continuous,40,5,V,kN,2o,central_support,1,359.647,390,527.029,-0.0434986,29.2749,654.085,1.2411,14.254,0.03781,0.06887,True,True
RJ,light,6230,C-40,two_span_continuous,40,5,V,kN,2s,central_support,1,354.61,399,500.702,-0.0665939,29.023,610.086,1.2185,17.132,0.02593,0.06809,True,True
RJ,light,6230,C-40,two_span_continuous,40,5,V,kN,3s,central_support,1,352.471,424,500.702,-0.0255817,27.1295,658.524,1.3152,18.878,0.03023,0.06605,True,True
RJ,light,6230,C-40,two_span_continuous,40,5,V,kN,3o,central_support,1,354.61,394,500.702,-0.0752872,29.5449,602.18,1.2027,16.968,0.02946,0.06852,True,True
SC,intermediate,8414,C-40,two_span_continuous,40,5,V,kN,2o,central_support,1,359.647,1713,545.726,-0.0212385,25.7125,684.436,1.2542,13.717,0.01231,0.03286,True,True
SC,intermediate,8414,C-40,two_span_continuous,40,5,V,kN,2s,central_support,1,354.61,1724,531.666,-0.0310147,26.0948,662.883,1.2468,16.171,0.01301,0.03275,True,True
SC,intermediate,8414,C-40,two_span_continuous,40,5,V,kN,3s,central_support,1,352.471,1905,531.666,-0.0333813,26.6383,663.781,1.2485,18.445,0.01414,0.03116,True,True
SC,intermediate,8414,C-40,two_span_continuous,40,5,V,kN,3o,central_support,1,354.61,1722,546.311,-0.0278317,26.4745,674.219,1.2341,16.585,0.00985,0.03277,True,True
SP,light,7499,C-40,two_span_continuous,40,5,V,kN,2o,central_support,1,359.647,915,557.984,-5.20316e-10,24.876,709.896,1.2722,12.753,0.03318,0.04496,True,True
SP,light,7499,C-40,two_span_continuous,40,5,V,kN,2s,central_support,1,354.61,936,557.984,-1.17163e-10,24.5454,700.762,1.2559,15.387,0.01706,0.04445,True,True
SP,light,7499,C-40,two_span_continuous,40,5,V,kN,3s,central_support,1,352.471,1039,557.984,-1.35228e-10,24.0335,693.913,1.2436,17.837,0.01963,0.04219,True,True
SP,light,7499,C-40,two_span_continuous,40,5,V,kN,3o,central_support,1,354.61,935,549.386,-1.29231e-10,24.7796,704.038,1.2815,15.709,0.02218,0.04448,True,True
ROSSIGALI,,7019,C-40,two_span_continuous,40,5,V,kN,2o,central_support,1,359.647,59,442.797,-1.20983e-10,16.7993,550.124,1.2424,3.217,0.07014,0.17706,True,True
ROSSIGALI,,7019,C-40,two_span_continuous,40,5,V,kN,2s,central_support,1,354.61,54,442.335,-1.42522e-10,17.6856,553.571,1.2515,3.641,0.0647,0.18507,True,True
ROSSIGALI,,7019,C-40,two_span_continuous,40,5,V,kN,3s,central_support,1,352.471,76,450.021,-1.92886e-10,18.6816,569.021,1.2644,5.205,0.07912,0.156,True,True
ROSSIGALI,,7019,C-40,two_span_continuous,40,5,V,kN,3o,central_support,1,354.61,66,442.366,-0.0116391,17.6122,543.419,1.2284,4.172,0.06152,0.1674,True,True
MG,intermediate,6470,C-50,two_span_continuous,50,5,M+,kN.m,2o,first_span_0.4L,1,2991.966,1896,4937.451,-0.00358441,214.1362,6080.287,1.2315,3.053,0.01653,0.03123,True,True
MG,intermediate,6470,C-50,two_span_continuous,50,5,M+,kN.m,2s,first_span_0.4L,1,2943.638,1921,4937.451,-0.00489302,219.638,6083.758,1.2322,3.53,0.01881,0.03103,True,True
MG,intermediate,6470,C-50,two_span_continuous,50,5,M+,kN.m,3s,first_span_0.4L,1,2935.684,2093,4937.451,-1.4612e-10,236.4335,6460.252,1.3084,4.024,0.0202,0.02973,True,True
MG,intermediate,6470,C-50,two_span_continuous,50,5,M+,kN.m,3o,first_span_0.4L,1,2947.584,1957,4935.347,-0.00609764,238.3854,6329.894,1.2826,3.689,0.02032,0.03074,True,True
MT,heavy,4232,C-50,two_span_continuous,50,5,M+,kN.m,2o,first_span_0.4L,1,2991.966,4568,4876.738,-1.3929e-10,216.7708,6392.602,1.3108,6.286,0.00824,0.02012,True,True
MT,heavy,4232,C-50,two_span_continuous,50,5,M+,kN.m,2s,first_span_0.4L,1,2943.638,4705,4876.624,-2.86958e-10,219.6454,6395.861,1.3115,7.533,0.00824,0.01983,True,True
MT,heavy,4232,C-50,two_span_continuous,50,5,M+,kN.m,3s,first_span_0.4L,1,2935.684,4930,5139.287,-1.70094e-10,243.0035,6766.384,1.3166,8.325,0.01269,0.01937,True,True
MT,heavy,4232,C-50,two_span_continuous,50,5,M+,kN.m,3o,first_span_0.4L,1,2947.584,4732,4986.574,-1.11343e-10,240.5007,6728.971,1.3494,7.641,0.01646,0.01977,True,True
PB,light,2635,C-50,two_span_continuous,50,5,M+,kN.m,2o,first_span_0.4L,1,2991.966,200,4693.077,-0.000579587,218.4221,5725.211,1.2199,2.137,0.04998,0.09617,True,True
PB,light,2635,C-50,two_span_continuous,50,5,M+,kN.m,2s,first_span_0.4L,1,2943.638,200,3937.769,-0.120854,234.3148,4457.495,1.132,2.52,0.05597,0.09617,True,True
PB,light,2635,C-50,two_span_continuous,50,5,M+,kN.m,3s,first_span_0.4L,1,2935.684,200,3937.769,-0.134205,238.0532,4380.708,1.1125,2.668,0.05897,0.09617,True,True
PB,light,2635,C-50,two_span_continuous,50,5,M+,kN.m,3o,first_span_0.4L,1,2947.584,200,3937.769,-0.114802,229.8841,4476.456,1.1368,2.514,0.05358,0.09617,True,True
PR,intermediate,7699,C-50,two_span_continuous,50,5,M+,kN.m,2o,first_span_0.4L,1,2991.966,2467,4905.757,-1.69304e-10,216.432,6253.949,1.2748,3.27,0.01501,0.02738,True,True
PR,intermediate,7699,C-50,two_span_continuous,50,5,M+,kN.m,2s,first_span_0.4L,1,2943.638,2539,4905.757,-4.73935e-10,212.9812,6159.74,1.2556,3.713,0.02004,0.02699,True,True
PR,intermediate,7699,C-50,two_span_continuous,50,5,M+,kN.m,3s,first_span_0.4L,1,2935.684,2831,4905.757,-1.24364e-10,243.4682,6638.655,1.3532,4.321,0.02144,0.02556,True,True
PR,intermediate,7699,C-50,two_span_continuous,50,5,M+,kN.m,3o,first_span_0.4L,1,2947.584,2618,4905.757,-2.26478e-10,235.1278,6505.311,1.3261,4.021,0.02089,0.02658,True,True
RJ,light,6230,C-50,two_span_continuous,50,5,M+,kN.m,2o,first_span_0.4L,1,2991.966,395,4348.551,-0.0450625,242.6948,5411.932,1.2445,1.287,0.02826,0.06843,True,True
RJ,light,6230,C-50,two_span_continuous,50,5,M+,kN.m,2s,first_span_0.4L,1,2943.638,414,4317.428,-0.0325283,233.7902,5465.781,1.266,1.57,0.02107,0.06684,True,True
RJ,light,6230,C-50,two_span_continuous,50,5,M+,kN.m,3s,first_span_0.4L,1,2935.684,434,4317.428,-0.0156685,231.4233,5720.442,1.325,1.723,0.02386,0.06528,True,True
RJ,light,6230,C-50,two_span_continuous,50,5,M+,kN.m,3o,first_span_0.4L,1,2947.584,418,4454.91,-0.0379837,244.8875,5504.027,1.2355,1.606,0.02458,0.06652,True,True
SC,intermediate,8414,C-50,two_span_continuous,50,5,M+,kN.m,2o,first_span_0.4L,1,2991.966,1712,4592.641,-0.0311685,220.1172,5588.644,1.2169,2.495,0.01296,0.03287,True,True
SC,intermediate,8414,C-50,two_span_continuous,50,5,M+,kN.m,2s,first_span_0.4L,1,2943.638,1747,4352.448,-0.0416929,223.4026,5402.095,1.2412,2.793,0.01572,0.03254,True,True
SC,intermediate,8414,C-50,two_span_continuous,50,5,M+,kN.m,3s,first_span_0.4L,1,2935.684,2000,4352.448,-0.0536964,248.6461,5481.5,1.2594,3.324,0.0144,0.03041,True,True
SC,intermediate,8414,C-50,two_span_continuous,50,5,M+,kN.m,3o,first_span_0.4L,1,2947.584,1832,4777.672,-0.041777,244.8814,5647.189,1.182,3.087,0.01654,0.03177,True,True
SP,light,7499,C-50,two_span_continuous,50,5,M+,kN.m,2o,first_span_0.4L,1,2991.966,916,4625.617,-1.18672e-10,212.6836,5986.74,1.2943,1.868,0.02842,0.04494,True,True
SP,light,7499,C-50,two_span_continuous,50,5,M+,kN.m,2s,first_span_0.4L,1,2943.638,957,4625.617,-1.0478e-10,202.3974,5802.435,1.2544,2.223,0.02296,0.04396,True,True
SP,light,7499,C-50,two_span_continuous,50,5,M+,kN.m,3s,first_span_0.4L,1,2935.684,1112,4625.617,-5.69713e-10,213.692,5986.092,1.2941,2.701,0.0319,0.04078,True,True
SP,light,7499,C-50,two_span_continuous,50,5,M+,kN.m,3o,first_span_0.4L,1,2947.584,991,4629.036,-1.75374e-10,213.6364,5972.587,1.2902,2.365,0.03718,0.0432,True,True
ROSSIGALI,,7019,C-50,two_span_continuous,50,5,M+,kN.m,2o,first_span_0.4L,1,2991.966,57,3629.058,-0.0906125,154.3953,4084.076,1.1254,0.138,0.09006,0.18014,True,True
ROSSIGALI,,7019,C-50,two_span_continuous,50,5,M+,kN.m,2s,first_span_0.4L,1,2943.638,53,3629.058,-0.0420929,152.028,4304.232,1.186,0.147,0.06659,0.18681,True,True
ROSSIGALI,,7019,C-50,two_span_continuous,50,5,M+,kN.m,3s,first_span_0.4L,1,2935.684,92,3843.007,-0.0871784,216.1041,4527.095,1.178,0.269,0.06334,0.14179,True,True
ROSSIGALI,,7019,C-50,two_span_continuous,50,5,M+,kN.m,3o,first_span_0.4L,1,2947.584,106,3671.842,-0.169249,210.3815,4025.419,1.0963,0.296,0.04784,0.13209,True,True
MG,intermediate,6470,C-50,two_span_continuous,50,5,M-,kN.m,2o,central_support,1,1881.047,2584,3793.463,-1.01151e-10,180.6455,4612.039,1.2158,8.763,0.04245,0.02675,False,True
MG,intermediate,6470,C-50,two_span_continuous,50,5,M-,kN.m,2s,central_support,1,1857.536,2270,3275.734,-1.02654e-10,159.7342,4251.697,1.2979,9.188,0.03728,0.02854,False,True
MG,intermediate,6470,C-50,two_span_continuous,50,5,M-,kN.m,3s,central_support,1,1863.147,2618,3450.694,-1.58133e-10,183.8963,4645.689,1.3463,10.552,0.02967,0.02658,False,True
MG,intermediate,6470,C-50,two_span_continuous,50,5,M-,kN.m,3o,central_support,1,1862.779,2383,3275.734,-1.57774e-10,182.0298,4599.959,1.4043,9.695,0.02447,0.02786,True,True
MT,heavy,4232,C-50,two_span_continuous,50,5,M-,kN.m,2o,central_support,1,1881.047,5173,3511.006,-1.00298e-10,153.2244,4303.844,1.2258,11.005,0.03271,0.01891,False,True
MT,heavy,4232,C-50,two_span_continuous,50,5,M-,kN.m,2s,central_support,1,1857.536,5059,3408.357,-3.21015e-10,145.9616,4162.24,1.2212,12.66,0.01554,0.01912,True,True
MT,heavy,4232,C-50,two_span_continuous,50,5,M-,kN.m,3s,central_support,1,1863.147,5524,3552.459,-1.00277e-10,187.4941,4840.128,1.3625,14.299,0.02529,0.0183,False,True
MT,heavy,4232,C-50,two_span_continuous,50,5,M-,kN.m,3o,central_support,1,1862.779,5291,3408.357,-1.17417e-10,184.9297,4791.073,1.4057,13.252,0.03014,0.0187,False,True
PB,light,2635,C-50,two_span_continuous,50,5,M-,kN.m,2o,central_support,1,1881.047,200,2899.089,-0.0219868,144.8031,3470.165,1.197,4.889,0.04369,0.09617,True,True
PB,light,2635,C-50,two_span_continuous,50,5,M-,kN.m,2s,central_support,1,1857.536,200,2533.851,-0.0881628,140.8807,2927.426,1.1553,5.807,0.04525,0.09617,True,True
PB,light,2635,C-50,two_span_continuous,50,5,M-,kN.m,3s,central_support,1,1863.147,200,2528.86,-0.0871095,141.983,2947.273,1.1655,6.064,0.05387,0.09617,True,True
PB,light,2635,C-50,two_span_continuous,50,5,M-,kN.m,3o,central_support,1,1862.779,200,2629.273,-0.00594848,136.1664,3510.6,1.3352,5.824,0.04306,0.09617,True,True
PR,intermediate,7699,C-50,two_span_continuous,50,5,M-,kN.m,2o,central_support,1,1881.047,4113,3646.427,-1.03169e-10,220.0669,5310.301,1.4563,10.135,0.06295,0.02121,False,True
PR,intermediate,7699,C-50,two_span_continuous,50,5,M-,kN.m,2s,central_support,1,1857.536,3366,3492.524,-1.938e-10,185.0454,4703.97,1.3469,9.812,0.04995,0.02344,False,True
PR,intermediate,7699,C-50,two_span_continuous,50,5,M-,kN.m,3s,central_support,1,1863.147,3974,3721.247,-1.20989e-10,204.1156,5036.819,1.3535,11.461,0.02872,0.02157,False,True
PR,intermediate,7699,C-50,two_span_continuous,50,5,M-,kN.m,3o,central_support,1,1862.779,3549,3492.524,-1.02002e-10,208.3367,5078.518,1.4541,10.692,0.02893,0.02283,False,True
RJ,light,6230,C-50,two_span_continuous,50,5,M-,kN.m,2o,central_support,1,1881.047,499,3241.304,-1.9859e-10,170.7467,4181.599,1.2901,4.966,0.0258,0.06088,True,True
RJ,light,6230,C-50,two_span_continuous,50,5,M-,kN.m,2s,central_support,1,1857.536,440,3032.197,-4.09482e-10,159.4839,3986.271,1.3146,5.343,0.03313,0.06484,True,True
RJ,light,6230,C-50,two_span_continuous,50,5,M-,kN.m,3s,central_support,1,1863.147,453,2867.434,-0.000935164,163.7007,4039.293,1.4087,5.44,0.03248,0.0639,True,True
RJ,light,6230,C-50,two_span_continuous,50,5,M-,kN.m,3o,central_support,1,1862.779,446,3032.197,-1.25391e-10,174.5689,4195.228,1.3836,5.448,0.0311,0.0644,True,True
SC,intermediate,8414,C-50,two_span_continuous,50,5,M-,kN.m,2o,central_support,1,1881.047,3229,3615.961,-1.40067e-10,224.2636,5321.43,1.4717,9.317,0.03495,0.02393,False,True
SC,intermediate,8414,C-50,two_span_continuous,50,5,M-,kN.m,2s,central_support,1,1857.536,2508,3327.896,-1.57016e-10,193.9607,4784.038,1.4376,8.689,0.03244,0.02716,False,True
SC,intermediate,8414,C-50,two_span_continuous,50,5,M-,kN.m,3s,central_support,1,1863.147,2966,3473.372,-1.24235e-10,203.592,4969.114,1.4306,9.981,0.02217,0.02497,True,True
SC,intermediate,8414,C-50,two_span_continuous,50,5,M-,kN.m,3o,central_support,1,1862.779,2654,3668.054,-0.0070549,208.2855,4854.528,1.3235,9.477,0.01081,0.0264,True,True
SP,light,7499,C-50,two_span_continuous,50,5,M-,kN.m,2o,central_support,1,1881.047,1518,3583.598,-1.36814e-10,190.449,4658.94,1.3001,7.656,0.04177,0.03491,False,True
SP,light,7499,C-50,two_span_continuous,50,5,M-,kN.m,2s,central_support,1,1857.536,1256,3612.314,-1.08254e-10,162.1193,4191.496,1.1603,7.78,0.04925,0.03837,False,True
SP,light,7499,C-50,two_span_continuous,50,5,M-,kN.m,3s,central_support,1,1863.147,1408,3598.737,-2.41641e-10,179.029,4461.001,1.2396,8.416,0.03188,0.03624,True,True
SP,light,7499,C-50,two_span_continuous,50,5,M-,kN.m,3o,central_support,1,1862.779,1292,3592.322,-1.50525e-10,183.0016,4502.545,1.2534,8.035,0.04222,0.03784,False,True
ROSSIGALI,,7019,C-50,two_span_continuous,50,5,M-,kN.m,2o,central_support,1,1881.047,154,2925.612,-0.0601342,228.6999,3868.795,1.3224,1.286,0.03692,0.10959,True,True
ROSSIGALI,,7019,C-50,two_span_continuous,50,5,M-,kN.m,2s,central_support,1,1857.536,190,2925.612,-2.32074e-10,195.8366,4307.04,1.4722,1.588,0.09527,0.09866,True,True
ROSSIGALI,,7019,C-50,two_span_continuous,50,5,M-,kN.m,3s,central_support,1,1863.147,671,2970.347,-0.0219839,171.1659,3896.741,1.3119,4.088,0.0211,0.0525,True,True
ROSSIGALI,,7019,C-50,two_span_continuous,50,5,M-,kN.m,3o,central_support,1,1862.779,681,2970.347,-0.00954861,166.9309,4018.824,1.353,4.149,0.01379,0.05212,True,True
MG,intermediate,6470,C-50,two_span_continuous,50,5,V,kN,2o,central_support,1,375.288,1891,627.672,-1.08629e-10,26.6603,770.013,1.2268,15.645,0.01988,0.03127,True,True
MG,intermediate,6470,C-50,two_span_continuous,50,5,V,kN,2s,central_support,1,370.329,1929,627.672,-1.00388e-10,26.4565,762.564,1.2149,18.659,0.01693,0.03097,True,True
MG,intermediate,6470,C-50,two_span_continuous,50,5,V,kN,3s,central_support,1,368.404,2075,627.672,-2.33013e-10,27.9311,784.539,1.2499,20.79,0.01977,0.02986,True,True
MG,intermediate,6470,C-50,two_span_continuous,50,5,V,kN,3o,central_support,1,370.537,1869,627.672,-1.7757e-10,27.714,780.538,1.2435,18.776,0.01448,0.03146,True,True
MT,heavy,4232,C-50,two_span_continuous,50,5,V,kN,2o,central_support,1,375.288,4528,606.468,-0.00213097,27.2525,795.518,1.3117,15.754,0.00974,0.02021,True,True
MT,heavy,4232,C-50,two_span_continuous,50,5,V,kN,2s,central_support,1,370.329,4660,606.686,-1.30616e-10,27.0808,795.704,1.3116,19.036,0.0084,0.01992,True,True
MT,heavy,4232,C-50,two_span_continuous,50,5,V,kN,3s,central_support,1,368.404,5006,606.686,-7.86127e-10,29.0225,826.358,1.3621,21.506,0.0103,0.01922,True,True
MT,heavy,4232,C-50,two_span_continuous,50,5,V,kN,3o,central_support,1,370.537,4588,606.686,-0.00855032,28.9655,795.892,1.3119,19.319,0.01309,0.02008,True,True
PB,light,2635,C-50,two_span_continuous,50,5,V,kN,2o,central_support,1,375.288,200,592.585,-0.0173875,28.8913,701.253,1.1834,13.254,0.0438,0.09617,True,True
PB,light,2635,C-50,two_span_continuous,50,5,V,kN,2s,central_support,1,370.329,200,484.231,-0.120169,29.0763,558.798,1.154,15.711,0.04567,0.09617,True,True
PB,light,2635,C-50,two_span_continuous,50,5,V,kN,3s,central_support,1,368.404,200,484.231,-0.107319,28.309,563.657,1.164,16.57,0.05486,0.09617,True,True
PB,light,2635,C-50,two_span_continuous,50,5,V,kN,3o,central_support,1,370.537,200,484.231,-0.132218,28.8914,547.525,1.1307,15.949,0.05082,0.09617,True,True
PR,intermediate,7699,C-50,two_span_continuous,50,5,V,kN,2o,central_support,1,375.288,2499,608.259,-1.2481e-10,27.0054,782.651,1.2867,15.319,0.01959,0.02721,True,True
PR,intermediate,7699,C-50,two_span_continuous,50,5,V,kN,2s,central_support,1,370.329,2548,608.259,-1.00498e-09,26.4498,769.825,1.2656,18.195,0.01431,0.02694,True,True
PR,intermediate,7699,C-50,two_span_continuous,50,5,V,kN,3s,central_support,1,368.404,2862,608.259,-1.69246e-10,27.9225,793.388,1.3044,21.108,0.01186,0.02542,True,True
PR,intermediate,7699,C-50,two_span_continuous,50,5,V,kN,3o,central_support,1,370.537,2450,608.307,-1.52504e-10,28.0702,793.406,1.3043,18.575,0.01274,0.02748,True,True
RJ,light,6230,C-50,two_span_continuous,50,5,V,kN,2o,central_support,1,375.288,389,551.806,-0.0609402,31.0519,657.227,1.191,15.962,0.03028,0.06895,True,True
RJ,light,6230,C-50,two_span_continuous,50,5,V,kN,2s,central_support,1,370.329,392,527.223,-0.069285,30.6432,635.784,1.2059,19.038,0.02706,0.06869,True,True
RJ,light,6230,C-50,two_span_continuous,50,5,V,kN,3s,central_support,1,368.404,418,527.223,-0.0144338,28.2009,709.587,1.3459,20.952,0.03082,0.06652,True,True
RJ,light,6230,C-50,two_span_continuous,50,5,V,kN,3o,central_support,1,370.537,383,521.371,-0.0928761,32.4909,617.786,1.1849,19.026,0.02272,0.06949,True,True
SC,intermediate,8414,C-50,two_span_continuous,50,5,V,kN,2o,central_support,1,375.288,1768,577.178,-0.0228261,27.1481,715.058,1.2389,15.793,0.01373,0.03234,True,True
SC,intermediate,8414,C-50,two_span_continuous,50,5,V,kN,2s,central_support,1,370.329,1747,555.186,-0.0399012,27.7436,679.285,1.2235,18.38,0.0125,0.03254,True,True
SC,intermediate,8414,C-50,two_span_continuous,50,5,V,kN,3s,central_support,1,368.404,1939,555.186,-0.0568061,29.4258,663.334,1.1948,20.796,0.01479,0.03089,True,True
